iter	TotalF1:average=Macro	MultiClass
63	0.8017818636	0.6314186511
64	0.8017818636	0.6279554168
65	0.8017818636	0.624974973
66	0.8053616813	0.6220969994
67	0.8017818636	0.6191321976
68	0.8017818636	0.6159541557
69	0.7981551271	0.6128086744
70	0.8017818636	0.6101991023
71	0.8017818636	0.6076905318
72	0.7981551271	0.6046608642
73	0.8017818636	0.6024081178
74	0.7981551271	0.5999258512
75	0.8053616813	0.5978777259
76	0.8094782013	0.5955036754
77	0.8094782013	0.5928787168
78	0.8017818636	0.5902196014
79	0.8053616813	0.5884432613
80	0.8088956625	0.586401265
81	0.8088956625	0.5844469908
82	0.8053616813	0.5822617279
83	0.8088956625	0.5805634694
84	0.8088956625	0.5786251563
85	0.8053616813	0.5760345459
86	0.8053616813	0.574074398
87	0.8053616813	0.5721791798
88	0.8017818636	0.5703179906
89	0.8017818636	0.5687886641
90	0.8017818636	0.5667188317
91	0.8053616813	0.5644389516
92	0.805897178	0.5621356405
93	0.8094782013	0.5603361249
94	0.8017818636	0.558465806
95	0.8017818636	0.5566659073
96	0.8017818636	0.5549596683
97	0.8053616813	0.5530943292
98	0.8088956625	0.5511171987
99	0.8088956625	0.5496776373
100	0.8088956625	0.5482125382
101	0.8123848578	0.5466119615
102	0.8158302869	0.5448190857
103	0.8158302869	0.5434618196
104	0.8158302869	0.5418305337
105	0.8158302869	0.5406033185
106	0.8123848578	0.5388928018
107	0.8158302869	0.5371095665
108	0.8123848578	0.5354674591
109	0.8165038044	0.5340814311
110	0.8158302869	0.5324614457
111	0.8199504546	0.531324634
112	0.8158302869	0.5300411719
113	0.8158302869	0.5287571352
114	0.8199504546	0.5269949686
115	0.8199504546	0.5255743051
116	0.8199504546	0.524043989
117	0.8158302869	0.5226195268
118	0.8158302869	0.5212873196
119	0.8158302869	0.5195489987
120	0.8158302869	0.5183591962
121	0.8158302869	0.5167783793
122	0.8158302869	0.515445789
123	0.8158302869	0.5141482493
124	0.8158302869	0.5127200202
125	0.8158302869	0.5114942096
126	0.8158302869	0.5100504025
127	0.8158302869	0.5081519283
128	0.8158302869	0.5067925234
129	0.8158302869	0.5051195153
130	0.8158302869	0.5039416197
131	0.8199504546	0.5026168504
132	0.8199504546	0.5011849503
133	0.8199504546	0.5000121304
134	0.8158302869	0.4989942926
135	0.8158302869	0.4978804329
136	0.8199504546	0.4968296833
137	0.8199504546	0.4961175001
138	0.8199504546	0.4950437027
139	0.8199504546	0.4939883244
140	0.8199504546	0.4930557187
141	0.8199504546	0.4916791716
142	0.8199504546	0.4907065675
143	0.8199504546	0.4896507423
144	0.8199504546	0.4885839997
145	0.8199504546	0.4870427343
146	0.8199504546	0.485733926
147	0.8199504546	0.4850551972
148	0.8199504546	0.4840300492
149	0.8199504546	0.4828341177
150	0.8199504546	0.4816557433
151	0.8199504546	0.4804786459
152	0.8199504546	0.4789713457
153	0.8199504546	0.4779619672
154	0.8199504546	0.4771179135
155	0.8199504546	0.4761280395
156	0.8199504546	0.475269589
157	0.8199504546	0.4742241385
158	0.8199504546	0.4733883207
159	0.8199504546	0.4723876889
160	0.8199504546	0.4711543446
161	0.8199504546	0.4701939347
162	0.8199504546	0.4688714957
163	0.8199504546	0.4681919688
164	0.8199504546	0.4672511272
165	0.8199504546	0.4662098585
166	0.8199504546	0.4653444809
167	0.8199504546	0.4642191612
168	0.8199504546	0.462985338
169	0.8240071587	0.462084846
170	0.8199504546	0.4609136861
171	0.8199504546	0.4599413692
172	0.8199504546	0.4586648342
173	0.8240071587	0.4576961884
174	0.8240071587	0.4566922687
175	0.8240071587	0.4556348473
176	0.8240071587	0.455029348
177	0.8240071587	0.4538355233
178	0.8240071587	0.4529215282
179	0.8240071587	0.4520269099
180	0.8240071587	0.4512675138
181	0.8240071587	0.4503423459
182	0.8240071587	0.4497508923
183	0.8240071587	0.4491489043
184	0.8240071587	0.4481460699
185	0.8240071587	0.4469108103
186	0.8240071587	0.4457704552
187	0.8240071587	0.4448481923
188	0.8240071587	0.4439175019
189	0.8240071587	0.4427478423
190	0.8240071587	0.4417330052
191	0.8240071587	0.4408227769
192	0.8240071587	0.4400868117
193	0.8240071587	0.4390155042
194	0.8240071587	0.4381203751
195	0.8240071587	0.4372496026
196	0.8240071587	0.4366298021
197	0.8240071587	0.4355392137
198	0.8240071587	0.4346584176
199	0.8240071587	0.4337952107
200	0.8240071587	0.4329737579
201	0.8240071587	0.4319946098
202	0.8240071587	0.4310685481
203	0.8240071587	0.4301165337
204	0.8240071587	0.4293946462
205	0.8240071587	0.4286755039
206	0.8240071587	0.4276886625
207	0.8240071587	0.426906059
208	0.8240071587	0.4258140021
209	0.8240071587	0.4250520203
210	0.8240071587	0.4239632834
211	0.8240071587	0.4232170712
212	0.8240071587	0.4223468733
213	0.8240071587	0.4215701115
214	0.8240071587	0.4208443614
215	0.8240071587	0.4199206939
216	0.8240071587	0.4189622312
217	0.8240071587	0.4184385164
218	0.8240071587	0.4179714953
219	0.8240071587	0.4167360122
220	0.8240071587	0.4160922701
221	0.8240071587	0.4152256156
222	0.8240071587	0.4145125066
223	0.8240071587	0.4137317865
224	0.8240071587	0.4130082071
225	0.8240071587	0.4120305911
226	0.8240071587	0.4108084196
227	0.8240071587	0.4098236212
228	0.8240071587	0.4089717466
229	0.8240071587	0.4081608601
230	0.8240071587	0.407290311
231	0.8240071587	0.4063569711
232	0.8240071587	0.405712814
233	0.8240071587	0.4051336185
234	0.8240071587	0.4042458315
235	0.8240071587	0.4033503832
236	0.8240071587	0.4027354348
237	0.8240071587	0.401902937
238	0.8240071587	0.4013597177
239	0.8240071587	0.4006846919
240	0.8240071587	0.4000939086
241	0.828002092	0.3991970238
242	0.828002092	0.3984321371
243	0.828002092	0.3977932471
244	0.828002092	0.3971721697
245	0.828002092	0.3964476007
